No,expressions,translation,Type,num_duration,freq,adjusted_freq
542,104天,104 days,numeric,104,18,17
543,105天,105 days,numeric,105,27,27
544,106天,106 days,numeric,106,11,11
545,107天,107 days,numeric,107,7,7
546,108天,108 days,numeric,108,32,27
547,109天,109 days,numeric,109,15,14.5
548,110天,110 days,numeric,110,34,30
549,111天,111 days,numeric,111,22,20.5
550,112天,112 days,numeric,112,26,26
551,113天,113 days,numeric,113,9,9
552,114天,114 days,numeric,114,23,23
553,115天,115 days,numeric,115,11,9
554,116天,116 days,numeric,116,8,8
555,117天,117 days,numeric,117,7,7
556,118天,118 days,numeric,118,14,14
557,119天,119 days,numeric,119,17,17
558,120天,120 days,numeric,120,224,224
559,121天,121 days,numeric,121,7,7
560,122天,122 days,numeric,122,24,24
561,123天,123 days,numeric,123,17,15.5
562,124天,124 days,numeric,124,7,7
563,125天,125 days,numeric,125,17,17
564,126天,126 days,numeric,126,7,7
565,127天,127 days,numeric,127,6,6
566,128天,128 days,numeric,128,13,13
567,129天,129 days,numeric,129,6,6
568,130天,130 days,numeric,130,33,33
569,131天,131 days,numeric,131,9,9
570,132天,132 days,numeric,132,7,7
571,133天,133 days,numeric,133,12,12
572,134天,134 days,numeric,134,8,8
573,135天,135 days,numeric,135,13,13
574,136天,136 days,numeric,136,9,9
575,137天,137 days,numeric,137,19,19
576,138天,138 days,numeric,138,9,9
577,139天,139 days,numeric,139,6,6
578,140天,140 days,numeric,140,26,26
579,141天,141 days,numeric,141,8,8
580,142天,142 days,numeric,142,6,6
581,143天,143 days,numeric,143,11,11
582,144天,144 days,numeric,144,9,9
583,145天,145 days,numeric,145,9,9
584,146天,146 days,numeric,146,10,10
585,147天,147 days,numeric,147,11,11
586,148天,148 days,numeric,148,12,12
587,149天,149 days,numeric,149,29,29
588,150天,150 days,numeric,150,78,78
589,151天,151 days,numeric,151,5,4
590,152天,152 days,numeric,152,5,5
591,153天,153 days,numeric,153,19,19
592,154天,154 days,numeric,154,6,6
593,155天,155 days,numeric,155,10,10
594,156天,156 days,numeric,156,12,12
595,157天,157 days,numeric,157,12,12
596,158天,158 days,numeric,158,9,9
597,159天,159 days,numeric,159,9,9
598,160天,160 days,numeric,160,26,26
599,161天,161 days,numeric,161,6,6
600,162天,162 days,numeric,162,2,2
601,163天,163 days,numeric,163,10,9.5
602,164天,164 days,numeric,164,12,12
603,165天,165 days,numeric,165,9,9
604,166天,166 days,numeric,166,9,9
605,167天,167 days,numeric,167,6,6
606,168天,168 days,numeric,168,9,9
607,169天,169 days,numeric,169,6,6
608,170天,170 days,numeric,170,27,27
609,171天,171 days,numeric,171,8,8
610,172天,172 days,numeric,172,8,8
611,173天,173 days,numeric,173,27,27
612,174天,174 days,numeric,174,6,6
613,175天,175 days,numeric,175,11,10.5
614,176天,176 days,numeric,176,8,8
615,177天,177 days,numeric,177,9,9
616,178天,178 days,numeric,178,13,13
617,179天,179 days,numeric,179,8,8
618,180天,180 days,numeric,180,179,179
619,181天,181 days,numeric,181,10,10
620,182天,182 days,numeric,182,18,18
621,183天,183 days,numeric,183,21,21
622,184天,184 days,numeric,184,88,88
623,185天,185 days,numeric,185,17,17
624,186天,186 days,numeric,186,5,5
625,187天,187 days,numeric,187,4,4
626,188天,188 days,numeric,188,17,17
627,189天,189 days,numeric,189,3,3
628,190天,190 days,numeric,190,25,25
629,191天,191 days,numeric,191,11,11
630,192天,192 days,numeric,192,18,18
631,193天,193 days,numeric,193,13,12.5
632,194天,194 days,numeric,194,5,5
633,195天,195 days,numeric,195,9,9
634,196天,196 days,numeric,196,15,15
635,197天,197 days,numeric,197,20,19
636,198天,198 days,numeric,198,21,21
637,199天,199 days,numeric,199,29,27
638,200天,200 days,numeric,200,210,210
639,201天,201 days,numeric,201,12,12
640,202天,202 days,numeric,202,10,10
641,203天,203 days,numeric,203,13,13
642,204天,204 days,numeric,204,4,3.5
643,205天,205 days,numeric,205,12,12
644,206天,206 days,numeric,206,6,6
645,207天,207 days,numeric,207,9,9
646,208天,208 days,numeric,208,8,8
647,209天,209 days,numeric,209,11,11
648,210天,210 days,numeric,210,29,28.5
649,211天,211 days,numeric,211,10,10
650,212天,212 days,numeric,212,6,6
651,213天,213 days,numeric,213,10,9.5
652,214天,214 days,numeric,214,12,12
653,215天,215 days,numeric,215,8,8
654,216天,216 days,numeric,216,6,6
655,217天,217 days,numeric,217,7,7
656,218天,218 days,numeric,218,3,3
657,219天,219 days,numeric,219,4,4
658,220天,220 days,numeric,220,11,11
659,221天,221 days,numeric,221,2,2
660,222天,222 days,numeric,222,15,15
661,223天,223 days,numeric,223,3,3
662,224天,224 days,numeric,224,2,2
663,225天,225 days,numeric,225,16,16
664,226天,226 days,numeric,226,9,9
665,227天,227 days,numeric,227,5,5
666,228天,228 days,numeric,228,1,1
667,229天,229 days,numeric,229,1,1
668,230天,230 days,numeric,230,11,11
669,231天,231 days,numeric,231,2,2
670,232天,232 days,numeric,232,10,10
671,233天,233 days,numeric,233,10,8.5
672,234天,234 days,numeric,234,4,4
673,235天,235 days,numeric,235,8,8
674,236天,236 days,numeric,236,1,1
675,237天,237 days,numeric,237,5,5
676,238天,238 days,numeric,238,2,2
677,239天,239 days,numeric,239,5,5
678,240天,240 days,numeric,240,22,22
679,241天,241 days,numeric,241,4,4
680,242天,242 days,numeric,242,4,4
681,243天,243 days,numeric,243,12,12
682,244天,244 days,numeric,244,1,1
683,245天,245 days,numeric,245,7,7
684,246天,246 days,numeric,246,4,4
685,247天,247 days,numeric,247,1,0
686,248天,248 days,numeric,248,6,6
687,249天,249 days,numeric,249,1,1
688,250天,250 days,numeric,250,35,35
689,251天,251 days,numeric,251,5,5
690,252天,252 days,numeric,252,4,4
691,253天,253 days,numeric,253,2,2
692,254天,254 days,numeric,254,4,4
693,255天,255 days,numeric,255,4,4
694,256天,256 days,numeric,256,4,4
695,257天,257 days,numeric,257,1,1
696,258天,258 days,numeric,258,1,1
697,259天,259 days,numeric,259,6,6
698,260天,260 days,numeric,260,9,9
699,261天,261 days,numeric,261,6,6
700,262天,262 days,numeric,262,1,1
701,263天,263 days,numeric,263,5,5
702,264天,264 days,numeric,264,5,5
703,265天,265 days,numeric,265,6,6
704,266天,266 days,numeric,266,5,5
705,267天,267 days,numeric,267,2,2
706,268天,268 days,numeric,268,2,2
707,269天,269 days,numeric,269,6,6
708,270天,270 days,numeric,270,8,8
709,271天,271 days,numeric,271,6,6
710,272天,272 days,numeric,272,8,8
711,273天,273 days,numeric,273,2,2
712,274天,274 days,numeric,274,9,9
713,275天,275 days,numeric,275,0,0
714,276天,276 days,numeric,276,4,4
715,277天,277 days,numeric,277,2,2
716,278天,278 days,numeric,278,5,5
717,279天,279 days,numeric,279,2,2
718,280天,280 days,numeric,280,20,20
719,281天,281 days,numeric,281,1,1
720,282天,282 days,numeric,282,1,0
721,283天,283 days,numeric,283,1,1
722,284天,284 days,numeric,284,6,6
723,285天,285 days,numeric,285,14,14
724,286天,286 days,numeric,286,8,8
725,287天,287 days,numeric,287,6,6
726,288天,288 days,numeric,288,10,10
727,289天,289 days,numeric,289,1,1
728,290天,290 days,numeric,290,31,31
729,291天,291 days,numeric,291,1,1
730,292天,292 days,numeric,292,4,4
731,293天,293 days,numeric,293,3,3
732,294天,294 days,numeric,294,3,3
733,295天,295 days,numeric,295,4,4
734,296天,296 days,numeric,296,3,3
735,297天,297 days,numeric,297,4,4
736,298天,298 days,numeric,298,4,4
737,299天,299 days,numeric,299,1,1
738,300天,300 days,numeric,300,154,154
739,301天,301 days,numeric,301,1,1
740,302天,302 days,numeric,302,2,2
741,303天,303 days,numeric,303,3,3
742,304天,304 days,numeric,304,2,2
743,305天,305 days,numeric,305,1,1
744,306天,306 days,numeric,306,0,0
745,307天,307 days,numeric,307,3,3
746,308天,308 days,numeric,308,4,4
747,309天,309 days,numeric,309,7,7
748,310天,310 days,numeric,310,12,12
749,311天,311 days,numeric,311,6,6
750,312天,312 days,numeric,312,1,1
751,313天,313 days,numeric,313,7,7
752,314天,314 days,numeric,314,4,4
753,315天,315 days,numeric,315,1,1
754,316天,316 days,numeric,316,5,5
755,317天,317 days,numeric,317,4,4
756,318天,318 days,numeric,318,8,8
757,319天,319 days,numeric,319,1,1
758,320天,320 days,numeric,320,6,6
759,321天,321 days,numeric,321,4,4
760,322天,322 days,numeric,322,6,6
761,323天,323 days,numeric,323,1,1
762,324天,324 days,numeric,324,0,0
763,325天,325 days,numeric,325,7,7
764,326天,326 days,numeric,326,1,1
765,327天,327 days,numeric,327,1,1
766,328天,328 days,numeric,328,1,1
767,329天,329 days,numeric,329,2,2
768,330天,330 days,numeric,330,42,42
769,331天,331 days,numeric,331,7,7
770,332天,332 days,numeric,332,4,4
771,333天,333 days,numeric,333,52,52
772,334天,334 days,numeric,334,7,6
773,335天,335 days,numeric,335,4,4
774,336天,336 days,numeric,336,4,4
775,337天,337 days,numeric,337,10,10
776,338天,338 days,numeric,338,1,1
777,339天,339 days,numeric,339,5,5
778,340天,340 days,numeric,340,4,4
779,341天,341 days,numeric,341,3,3
780,342天,342 days,numeric,342,1,1
781,343天,343 days,numeric,343,4,4
782,344天,344 days,numeric,344,5,5
783,345天,345 days,numeric,345,4,4
784,346天,346 days,numeric,346,3,3
785,347天,347 days,numeric,347,1,1
786,348天,348 days,numeric,348,3,3
787,349天,349 days,numeric,349,1,1
788,350天,350 days,numeric,350,7,7
789,351天,351 days,numeric,351,4,4
790,352天,352 days,numeric,352,6,6
791,353天,353 days,numeric,353,5,5
792,354天,354 days,numeric,354,17,17
793,355天,355 days,numeric,355,20,20
794,356天,356 days,numeric,356,11,11
795,357天,357 days,numeric,357,7,6.5
796,358天,358 days,numeric,358,6,6
797,359天,359 days,numeric,359,2,2
798,360天,360 days,numeric,360,64,64
799,361天,361 days,numeric,361,4,4
800,362天,362 days,numeric,362,5,5
801,363天,363 days,numeric,363,9,9
802,364天,364 days,numeric,364,64,63.36
803,365天,365 days,numeric,365,1192,1192
804,1周,1 week,numeric,7,852,766.8
805,2周,2 weeks,numeric,14,1069,1015.55
806,3周,3 weeks,numeric,21,1488,1443.36
807,4周,4 weeks,numeric,28,595,589.05
808,5周,5 weeks,numeric,35,1318,1120.3
809,6周,6 weeks,numeric,42,725,681.5
810,7周,7 weeks,numeric,49,298,289.06
811,8周,8 weeks,numeric,56,398,390.04
812,9周,9 weeks,numeric,63,184,163.76
813,10周,10 weeks,numeric,70,1210,1125.3
814,11周,11 weeks,numeric,77,223,158.33
815,12周,12 weeks,numeric,84,304,297.92
816,13周,13 weeks,numeric,91,174,153.12
817,14周,14 weeks,numeric,98,342,294.12
818,15周,15 weeks,numeric,105,534,245.64
819,16周,16 weeks,numeric,112,312,180.96
820,17周,17 weeks,numeric,119,155,83.7
821,18周,18 weeks,numeric,126,524,214.84
822,19周,19 weeks,numeric,133,80,28.8
823,20周,20 weeks,numeric,140,1111,999.9
824,21周,21 weeks,numeric,147,94,33.84
825,22周,22 weeks,numeric,154,117,22.23
826,23周,23 weeks,numeric,161,50,5
827,24周,24 weeks,numeric,168,88,31.68
828,25周,25 weeks,numeric,175,632,37.92
829,26周,26 weeks,numeric,182,68,20.4
830,27周,27 weeks,numeric,189,48,17
831,28周,28 weeks,numeric,196,114,64.98
832,29周,29 weeks,numeric,203,35,15
833,30周,30 weeks,numeric,210,1322,1070.82
834,31周,31 weeks,numeric,217,43,12
835,32周,32 weeks,numeric,224,51,24.99
836,33周,33 weeks,numeric,231,40,26
837,34周,34 weeks,numeric,238,48,26
838,35周,35 weeks,numeric,245,271,54.2
839,36周,36 weeks,numeric,252,95,32.3
840,37周,37 weeks,numeric,259,49,35
841,38周,38 weeks,numeric,266,48,33
842,39周,39 weeks,numeric,273,34,18.5
843,40周,40 weeks,numeric,280,644,161
844,41周,41 weeks,numeric,287,14,5
845,42周,42 weeks,numeric,294,22,10
846,43周,43 weeks,numeric,301,46,2
847,44周,44 weeks,numeric,308,21,6
848,45周,45 weeks,numeric,315,393,7.86
849,46周,46 weeks,numeric,322,8,1
850,47周,47 weeks,numeric,329,7,0
851,48周,48 weeks,numeric,336,21,10
852,49周,49 weeks,numeric,343,16,0.5
853,50周,50 weeks,numeric,350,3009,150.45
854,51周,51 weeks,numeric,357,134,8.04
855,52周,52 weeks,numeric,364,84,27.72
856,1星期,1 week,numeric,7,72,50.4
857,2星期,2 weeks,numeric,14,62,48.36
858,3星期,3 weeks,numeric,21,49,40
859,4星期,4 weeks,numeric,28,17,11
860,5星期,5 weeks,numeric,35,15,0
861,6星期,6 weeks,numeric,42,18,9
862,7星期,7 weeks,numeric,49,11,1
863,8星期,8 weeks,numeric,56,7,1
864,9星期,9 weeks,numeric,63,6,0
865,10星期,10 weeks,numeric,70,7,0
866,11星期,11 weeks,numeric,77,14,0
867,12星期,12 weeks,numeric,84,4,0
868,13星期,13 weeks,numeric,91,6,1
869,14星期,14 weeks,numeric,98,4,0
870,15星期,15 weeks,numeric,105,7,0
871,16星期,16 weeks,numeric,112,5,0
872,17星期,17 weeks,numeric,119,4,0
873,18星期,18 weeks,numeric,126,5,0
874,19星期,19 weeks,numeric,133,5,0
875,20星期,20 weeks,numeric,140,3,0
876,21星期,21 weeks,numeric,147,6,0
877,22星期,22 weeks,numeric,154,6,0
878,23星期,23 weeks,numeric,161,3,0
879,24星期,24 weeks,numeric,168,4,0
880,25星期,25 weeks,numeric,175,1,0
881,26星期,26 weeks,numeric,182,3,0
882,27星期,27 weeks,numeric,189,4,0
883,28星期,28 weeks,numeric,196,4,0
884,29星期,29 weeks,numeric,203,4,0
885,30星期,30 weeks,numeric,210,10,0
886,31星期,31 weeks,numeric,217,3,0
887,32星期,32 weeks,numeric,224,0,0
888,33星期,33 weeks,numeric,231,0,0
889,34星期,34 weeks,numeric,238,0,0
890,35星期,35 weeks,numeric,245,0,0
891,36星期,36 weeks,numeric,252,0,0
892,37星期,37 weeks,numeric,259,0,0
893,38星期,38 weeks,numeric,266,0,0
894,39星期,39 weeks,numeric,273,0,0
895,40星期,40 weeks,numeric,280,1,0
896,41星期,41 weeks,numeric,287,0,0
897,42星期,42 weeks,numeric,294,0,0
898,43星期,43 weeks,numeric,301,0,0
899,44星期,44 weeks,numeric,308,0,0
900,45星期,45 weeks,numeric,315,0,0
901,46星期,46 weeks,numeric,322,0,0
902,47星期,47 weeks,numeric,329,0,0
903,48星期,48 weeks,numeric,336,0,0
904,49星期,49 weeks,numeric,343,0,0
905,50星期,50 weeks,numeric,350,0,0
906,51星期,51 weeks,numeric,357,0,0
907,52星期,52 weeks,numeric,364,0,0
908,1个星期,1 week,numeric,7,106,106
909,2个星期,2 weeks,numeric,14,246,246
910,3个星期,3 weeks,numeric,21,219,219
911,4个星期,4 weeks,numeric,28,46,46
912,5个星期,5 weeks,numeric,35,81,41.31
913,6个星期,6 weeks,numeric,42,100,100
914,7个星期,7 weeks,numeric,49,19,19
915,8个星期,8 weeks,numeric,56,34,34
916,9个星期,9 weeks,numeric,63,9,9
917,10个星期,10 weeks,numeric,70,8,8
918,11个星期,11 weeks,numeric,77,4,4
919,12个星期,12 weeks,numeric,84,4,4
920,13个星期,13 weeks,numeric,91,1,1
921,14个星期,14 weeks,numeric,98,1,1
922,15个星期,15 weeks,numeric,105,2,2
923,16个星期,16 weeks,numeric,112,1,1
924,17个星期,17 weeks,numeric,119,0,0
925,18个星期,18 weeks,numeric,126,0,0
926,19个星期,19 weeks,numeric,133,0,0
927,20个星期,20 weeks,numeric,140,4,4
928,21个星期,21 weeks,numeric,147,0,0
929,22个星期,22 weeks,numeric,154,0,0
930,23个星期,23 weeks,numeric,161,3,3
931,24个星期,24 weeks,numeric,168,0,0
932,25个星期,25 weeks,numeric,175,0,0
933,26个星期,26 weeks,numeric,182,0,0
934,27个星期,27 weeks,numeric,189,0,0
935,28个星期,28 weeks,numeric,196,0,0
936,29个星期,29 weeks,numeric,203,0,0
937,30个星期,30 weeks,numeric,210,0,0
938,31个星期,31 weeks,numeric,217,0,0
939,32个星期,32 weeks,numeric,224,0,0
940,33个星期,33 weeks,numeric,231,0,0
941,34个星期,34 weeks,numeric,238,0,0
942,35个星期,35 weeks,numeric,245,0,0
943,36个星期,36 weeks,numeric,252,0,0
944,37个星期,37 weeks,numeric,259,0,0
945,38个星期,38 weeks,numeric,266,0,0
946,39个星期,39 weeks,numeric,273,0,0
947,40个星期,40 weeks,numeric,280,0,0
948,41个星期,41 weeks,numeric,287,0,0
949,42个星期,42 weeks,numeric,294,0,0
950,43个星期,43 weeks,numeric,301,0,0
951,44个星期,44 weeks,numeric,308,0,0
952,45个星期,45 weeks,numeric,315,0,0
953,46个星期,46 weeks,numeric,322,0,0
954,47个星期,47 weeks,numeric,329,0,0
955,48个星期,48 weeks,numeric,336,0,0
956,49个星期,49 weeks,numeric,343,0,0
957,50个星期,50 weeks,numeric,350,0,0
958,51个星期,51 weeks,numeric,357,0,0
959,52个星期,52 weeks,numeric,364,26,26
960,1个月,1 month,numeric,30,2014,2014
961,2个月,2 months,numeric,60,2370,2370
962,3个月,3 months,numeric,90,6156,6156
963,4个月,4 months,numeric,120,2673,2673
964,5个月,5 months,numeric,150,2077,2077
965,6个月,6 months,numeric,180,3648,3648
966,7个月,7 months,numeric,210,1185,1185
967,8个月,8 months,numeric,240,1721,1721
968,9个月,9 months,numeric,270,1317,1317
969,10个月,10 months,numeric,300,1580,1580
970,11个月,11 months,numeric,330,777,777
971,12个月,12 months,numeric,360,906,906
972,13个月,13 months,numeric,390,228,228
973,14个月,14 months,numeric,420,242,242
974,15个月,15 months,numeric,450,301,301
975,16个月,16 months,numeric,480,191,191
976,17个月,17 months,numeric,510,137,137
977,18个月,18 months,numeric,540,803,803
978,19个月,19 months,numeric,570,104,104
979,20个月,20 months,numeric,600,200,200
980,21个月,21 months,numeric,630,77,77
981,22个月,22 months,numeric,660,103,103
982,23个月,23 months,numeric,690,52,52
983,24个月,24 months,numeric,720,213,213
984,1个季度,1 quarter,numeric,90,12,12
985,2个季度,2 quarters,numeric,180,4,4
986,3个季度,3 quarters,numeric,270,68,68
987,4个季度,4 quarters,numeric,360,21,21
988,1年,1 year,numeric,365,4813,4813
989,2年,2 years,numeric,730,6295,6295
990,3年,3 years,numeric,1095,16697,16530.03
991,4年,4 years,numeric,1460,8575,8232
992,5年,5 years,numeric,1825,17320,17320
993,6年,6 years,numeric,2190,5872,5813.28
994,7年,7 years,numeric,2555,5444,5444
995,8年,8 years,numeric,2920,5416,5253.52
996,9年,9 years,numeric,3285,2301,2047.89
997,10年,10 years,numeric,3650,19628,19628
998,11年,11 years,numeric,4015,6007,3423.99
999,12年,12 years,numeric,4380,5043,4135.26
1000,13年,13 years,numeric,4745,2425,1333.75
1001,14年,14 years,numeric,5110,1867,1568.28
1002,15年,15 years,numeric,5475,4850,4656
1003,16年,16 years,numeric,5840,1530,1499.4
1004,17年,17 years,numeric,6205,1375,1361.25
1005,18年,18 years,numeric,6570,1801,1710.95
1006,19年,19 years,numeric,6935,704,661.76
1007,20年,20 years,numeric,7300,12753,12753
1008,21年,21 years,numeric,7665,731,687.14
1009,22年,22 years,numeric,8030,828,761.76
1010,23年,23 years,numeric,8395,604,567.76
1011,24年,24 years,numeric,8760,595,553.35
1012,25年,25 years,numeric,9125,2013,1912.35
1013,26年,26 years,numeric,9490,479,445.47
1014,27年,27 years,numeric,9855,531,499.14
1015,28年,28 years,numeric,10220,463,453.74
1016,29年,29 years,numeric,10585,199,195.02
1017,30年,30 years,numeric,10950,8188,8188
1018,31年,31 years,numeric,11315,207,190.44
1019,32年,32 years,numeric,11680,297,279.18
1020,33年,33 years,numeric,12045,296,269.36
1021,34年,34 years,numeric,12410,233,209.7
1022,35年,35 years,numeric,12775,504,504
1023,36年,36 years,numeric,13140,274,254.82
1024,37年,37 years,numeric,13505,216,200.88
1025,38年,38 years,numeric,13870,254,233.68
1026,39年,39 years,numeric,14235,92,88.32
1027,40年,40 years,numeric,14600,2888,2830.24
1028,41年,41 years,numeric,14965,125,111.25
1029,42年,42 years,numeric,15330,184,160.08
1030,43年,43 years,numeric,15695,138,125.58
1031,44年,44 years,numeric,16060,172,146.2
1032,45年,45 years,numeric,16425,421,345.22
1033,46年,46 years,numeric,16790,157,122.46
1034,47年,47 years,numeric,17155,120,109.2
1035,48年,48 years,numeric,17520,152,141.36
1036,49年,49 years,numeric,17885,252,32.76
1037,50年,50 years,numeric,18250,7384,6867.12
1038,51年,51 years,numeric,18615,100,99
1039,52年,52 years,numeric,18980,103,98.88
1040,53年,53 years,numeric,19345,95,88.35
1041,54年,54 years,numeric,19710,90,81.9
1042,55年,55 years,numeric,20075,378,378
1043,56年,56 years,numeric,20440,136,127.84
1044,57年,57 years,numeric,20805,121,83.49
1045,58年,58 years,numeric,21170,107,49.22
1046,59年,59 years,numeric,21535,69,37.26
1047,60年,60 years,numeric,21900,3878,3218.74
1048,61年,61 years,numeric,22265,84,64.68
1049,62年,62 years,numeric,22630,171,145.35
1050,63年,63 years,numeric,22995,107,79.18
1051,64年,64 years,numeric,23360,53,39.75
1052,65年,65 years,numeric,23725,178,165.54
1053,66年,66 years,numeric,24090,79,60.83
1054,67年,67 years,numeric,24455,87,65.25
1055,68年,68 years,numeric,24820,87,48.72
1056,69年,69 years,numeric,25185,89,56.96
1057,70年,70 years,numeric,25550,4503,4052.7
1058,71年,71 years,numeric,25915,73,61.32
1059,72年,72 years,numeric,26280,86,75.68
1060,73年,73 years,numeric,26645,64,42.88
1061,74年,74 years,numeric,27010,200,172
1062,75年,75 years,numeric,27375,167,131.93
1063,76年,76 years,numeric,27740,163,91.28
1064,77年,77 years,numeric,28105,94,44.18
1065,78年,78 years,numeric,28470,112,64.96
1066,79年,79 years,numeric,28835,110,25.3
1067,80年,80 years,numeric,29200,8002,4561.14
1068,81年,81 years,numeric,29565,106,51.94
1069,82年,82 years,numeric,29930,204,26.52
1070,83年,83 years,numeric,30295,209,20.9
1071,84年,84 years,numeric,30660,175,85.75
1072,85年,85 years,numeric,31025,350,182
1073,86年,86 years,numeric,31390,255,15.3
1074,87年,87 years,numeric,31755,337,3.37
1075,88年,88 years,numeric,32120,409,0
1076,89年,89 years,numeric,32485,525,5.25
1077,90年,90 years,numeric,32850,8345,83.45
1078,91年,91 years,numeric,33215,412,0
1079,92年,92 years,numeric,33580,471,0
1080,93年,93 years,numeric,33945,459,0
1081,94年,94 years,numeric,34310,485,0
1082,95年,95 years,numeric,34675,406,0
1083,96年,96 years,numeric,35040,392,0
1084,97年,97 years,numeric,35405,484,0
1085,98年,98 years,numeric,35770,567,5.67
1086,99年,99 years,numeric,36135,611,0
1087,100年,100 years,numeric,36500,1825,1314
1088,一秒,1 second,numeric,1.16E-05,16511,16180.78
1089,二秒,2 seconds,numeric,2.31E-05,100,97
1090,三秒,3 seconds,numeric,3.47E-05,1979,1959.21
1091,四秒,4 seconds,numeric,4.63E-05,120,118.8
1092,五秒,5 seconds,numeric,5.79E-05,858,858
1093,六秒,6 seconds,numeric,6.94E-05,90,90
1094,七秒,7 seconds,numeric,8.10E-05,200,194
1095,八秒,8 seconds,numeric,9.26E-05,97,94.09
1096,九秒,9 seconds,numeric,0.000104167,49,47
1097,十秒,10 seconds,numeric,0.000115741,1332,1292.04
1098,十一秒,11 seconds,numeric,0.000127315,65,54.6
1099,十二秒,12 seconds,numeric,0.000138889,49,49
1100,十三秒,13 seconds,numeric,0.000150463,87,87
1101,十四秒,14 seconds,numeric,0.000162037,37,37
1102,十五秒,15 seconds,numeric,0.000173611,141,141
1103,十六秒,16 seconds,numeric,0.000185185,32,32
1104,十七秒,17 seconds,numeric,0.000196759,20,20
1105,十八秒,18 seconds,numeric,0.000208333,21,21
1106,十九秒,19 seconds,numeric,0.000219907,21,21
1107,二十秒,20 seconds,numeric,0.000231481,255,252.45
1108,二十一秒,21 seconds,numeric,0.000243056,27,27
1109,二十二秒,22 seconds,numeric,0.00025463,18,17.5
1110,二十三秒,23 seconds,numeric,0.000266204,24,23.5
1111,二十四秒,24 seconds,numeric,0.000277778,13,13
1112,二十五秒,25 seconds,numeric,0.000289352,39,39
1113,二十六秒,26 seconds,numeric,0.000300926,21,20.5
1114,二十七秒,27 seconds,numeric,0.0003125,8,8
1115,二十八秒,28 seconds,numeric,0.000324074,28,26.5
1116,二十九秒,29 seconds,numeric,0.000335648,12,11.5
1117,三十秒,30 seconds,numeric,0.000347222,654,654
1118,三十一秒,31 seconds,numeric,0.000358796,8,8
1119,三十二秒,32 seconds,numeric,0.00037037,19,19
1120,三十三秒,33 seconds,numeric,0.000381944,18,18
1121,三十四秒,34 seconds,numeric,0.000393519,21,21
1122,三十五秒,35 seconds,numeric,0.000405093,28,27
1123,三十六秒,36 seconds,numeric,0.000416667,21,21
1124,三十七秒,37 seconds,numeric,0.000428241,25,25
1125,三十八秒,38 seconds,numeric,0.000439815,18,17.5
1126,三十九秒,39 seconds,numeric,0.000451389,17,16.5
1127,四十秒,40 seconds,numeric,0.000462963,85,83.3
1128,四十一秒,41 seconds,numeric,0.000474537,14,13.5
1129,四十二秒,42 seconds,numeric,0.000486111,11,10.5
1130,四十三秒,43 seconds,numeric,0.000497685,6,6
1131,四十四秒,44 seconds,numeric,0.000509259,21,20.5
1132,四十五秒,45 seconds,numeric,0.000520833,31,29
1133,四十六秒,46 seconds,numeric,0.000532407,16,15.5
1134,四十七秒,47 seconds,numeric,0.000543981,28,27.5
1135,四十八秒,48 seconds,numeric,0.000555556,17,17
1136,四十九秒,49 seconds,numeric,0.00056713,8,8
1137,五十秒,50 seconds,numeric,0.000578704,79,101.91
1138,五十一秒,51 seconds,numeric,0.000590278,14,14
1139,五十二秒,52 seconds,numeric,0.000601852,18,18
1140,五十三秒,53 seconds,numeric,0.000613426,18,18
1141,五十四秒,54 seconds,numeric,0.000625,15,15
1142,五十五秒,55 seconds,numeric,0.000636574,18,17.5
1143,五十六秒,56 seconds,numeric,0.000648148,27,25.5
1144,五十七秒,57 seconds,numeric,0.000659722,14,12.5
1145,五十八秒,58 seconds,numeric,0.000671296,22,21.5
1146,五十九秒,59 seconds,numeric,0.00068287,31,30
1147,六十秒,60 seconds,numeric,0.000694444,115,115
1148,一分钟,1 minute,numeric,0.000694444,13509,13509
1149,二分钟,2 minutes,numeric,0.001388889,183,181.17
1150,三分钟,3 minutes,numeric,0.002083333,4681,4681
1151,四分钟,4 minutes,numeric,0.002777778,454,454
1152,五分钟,5 minutes,numeric,0.003472222,7814,7814
1153,六分钟,6 minutes,numeric,0.004166667,358,358
1154,七分钟,7 minutes,numeric,0.004861111,364,364
1155,八分钟,8 minutes,numeric,0.005555556,481,481
1156,九分钟,9 minutes,numeric,0.00625,106,106
1157,十分钟,10 minutes,numeric,0.006944444,10448,10448
1158,十一分钟,11 minutes,numeric,0.007638889,41,41
1159,十二分钟,12 minutes,numeric,0.008333333,126,126
1160,十三分钟,13 minutes,numeric,0.009027778,42,42
1161,十四分钟,14 minutes,numeric,0.009722222,36,36
1162,十五分钟,15 minutes,numeric,0.010416667,2617,2617
1163,十六分钟,16 minutes,numeric,0.011111111,31,31
1164,十七分钟,17 minutes,numeric,0.011805556,39,39
1165,十八分钟,18 minutes,numeric,0.0125,44,44
1166,十九分钟,19 minutes,numeric,0.013194444,28,28
1167,二十分钟,20 minutes,numeric,0.013888889,3719,3719
1168,二十一分钟,21 minutes,numeric,0.014583333,12,12
1169,二十二分钟,22 minutes,numeric,0.015277778,21,21
1170,二十三分钟,23 minutes,numeric,0.015972222,26,26
1171,二十四分钟,24 minutes,numeric,0.016666667,32,32
1172,二十五分钟,25 minutes,numeric,0.017361111,156,156
1173,二十六分钟,26 minutes,numeric,0.018055556,11,11
1174,二十七分钟,27 minutes,numeric,0.01875,21,21
